Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154301.1,2550570,2550975,+,PF07963,N_methyl,Prokaryotic N-terminal methylation motif,1.60E-07,,,,,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154303.1,2553358,2551024,-,PF13844,Glyco_transf_41,Glycosyl transferase family 41,1.70E-36,PF07719,TPR_2,Tetratricopeptide repeat,8.60E-17,PF00515,TPR_1,Tetratricopeptide repeat,4.40E-16,PF13181,TPR_8,Tetratricopeptide repeat,5.80E-14,PF14559,TPR_19,Tetratricopeptide repeat,5.90E-14
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154304.1,2553925,2555356,+,PF10119,MethyTransf_Reg,Predicted methyltransferase regulatory domain,3.00E-21,PF13847,Methyltransf_31,Methyltransferase domain,3.00E-12,PF13649,Methyltransf_25,Methyltransferase domain,5.20E-10,PF08242,Methyltransf_12,Methyltransferase domain,1.00E-07,PF08241,Methyltransf_11,Methyltransferase domain,1.30E-07
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154306.1,2557828,2555473,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,4.60E-32,,,,,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154308.1,2558478,2558787,+,PF01909,NTP_transf_2,Nucleotidyltransferase domain,2.10E-08,PF18765,Polbeta,"Polymerase beta, Nucleotidyltransferase",5.80E-07,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154310.1,2558945,2558807,-,,,,,,,,,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154312.1,2559163,2559034,-,PF05016,ParE_toxin,"ParE toxin of type II toxin-antitoxin system, parDE",0.00015,,,,,,,,,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154314.1,2560353,2559414,-,PF11103,DUF2887,Protein of unknown function (DUF2887),2.90E-27,PF14261,DUF4351,Domain of unknown function (DUF4351),1.90E-21,PF09811,Yae1_N,"Essential protein Yae1, N terminal",0.00038,,,,,,,,
WP_197154306.1,Synechococcus sp. CBW1006,NZ_CP060396.1,WP_197154316.1,2560973,2560349,-,PF13671,AAA_33,AAA domain,4.50E-07,PF06414,Zeta_toxin,Zeta toxin,3.80E-05,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090627.1,1411132,1410310,-,PF13525,YfiO,Outer membrane lipoprotein,3.00E-49,PF13512,TPR_18,Tetratricopeptide repeat,8.50E-16,PF13174,TPR_6,Tetratricopeptide repeat,1.30E-15,PF07719,TPR_2,Tetratricopeptide repeat,0.00088,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090628.1,1412199,1411233,-,PF02355,SecD_SecF,Protein export membrane protein,3.80E-63,PF07549,Sec_GG,SecD/SecF GG Motif,4.10E-07,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090629.1,1413812,1412198,-,PF02355,SecD_SecF,Protein export membrane protein,8.10E-17,PF07549,Sec_GG,SecD/SecF GG Motif,8.80E-06,PF03176,MMPL,MMPL family,6.80E-05,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090630.1,1414164,1413825,-,PF02699,YajC,Preprotein translocase subunit,1.60E-21,,,,,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_013832952.1,1414473,1415611,+,,,,,,,,,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_162875497.1,1415805,1417059,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.90E-10,,,,,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090632.1,1417897,1417105,-,,,,,,,,,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090633.1,1418443,1418239,-,,,,,,,,,,,,,,,,,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090634.1,1419241,1418515,-,PF08241,Methyltransf_11,Methyltransferase domain,4.50E-21,PF13489,Methyltransf_23,Methyltransferase domain,5.30E-21,PF13649,Methyltransf_25,Methyltransferase domain,3.40E-16,PF13847,Methyltransf_31,Methyltransferase domain,1.20E-14,PF08242,Methyltransf_12,Methyltransferase domain,1.40E-13
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116090635.1,1419605,1420865,+,PF00696,AA_kinase,Amino acid kinase family,7.40E-46,PF01842,ACT,ACT domain,1.40E-21,PF13840,ACT_7,ACT domain,4.70E-20,PF13740,ACT_6,ACT domain,0.00077,,,,
WP_162875497.1,Sphingomonas crusticola,NZ_QTJP01000001.1,WP_116092382.1,1421059,1422040,+,PF03060,NMO,Nitronate monooxygenase,1.10E-52,PF05690,ThiG,Thiazole biosynthesis protein ThiG,5.70E-05,PF00478,IMPDH,IMP dehydrogenase / GMP reductase domain,0.00013,PF01070,FMN_dh,FMN-dependent dehydrogenase,0.00017,PF00977,His_biosynth,Histidine biosynthesis protein,0.00088
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354167.1,332416,332905,+,,,,,,,,,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_099534651.1,333894,333141,-,PF02777,Sod_Fe_C,"Iron/manganese superoxide dismutases, C-terminal domain",1.80E-39,PF00081,Sod_Fe_N,"Iron/manganese superoxide dismutases, alpha-hairpin domain",1.60E-30,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354265.1,335900,334100,-,PF01424,R3H,R3H domain,3.60E-11,PF13604,AAA_30,AAA domain,3.70E-07,PF00004,AAA,ATPase family associated with various cellular activities (AAA),2.20E-06,PF03266,NTPase_1,NTPase,4.00E-06,PF13479,AAA_24,AAA domain,0.00014
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_199291452.1,337102,336058,-,PF12617,LdpA_C,Iron-Sulfur binding protein C terminal,1.90E-65,PF12837,Fer4_6,4Fe-4S binding domain,3.60E-08,PF12838,Fer4_7,4Fe-4S dicluster domain,1.00E-06,PF13484,Fer4_16,4Fe-4S double cluster binding domain,2.90E-05,PF13187,Fer4_9,4Fe-4S dicluster domain,0.00021
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354169.1,337476,337227,-,,,,,,,,,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354170.1,337653,339000,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.20E-37,,,,,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190404988.1,339205,340033,+,PF01531,Glyco_transf_11,Glycosyl transferase family 11,0.00035,,,,,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354172.1,340971,340029,-,PF00852,Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term,6.60E-07,,,,,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354173.1,341010,341781,+,PF00483,NTP_transferase,Nucleotidyl transferase,7.30E-17,PF12804,NTP_transf_3,MobA-like NTP transferase domain,3.40E-08,,,,,,,,,,,,
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354174.1,341774,342851,+,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",8.80E-37,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,1.60E-27,PF02719,Polysacc_synt_2,Polysaccharide biosynthesis protein,3.40E-14,PF04321,RmlD_sub_bind,RmlD substrate binding domain,7.30E-10,PF07993,NAD_binding_4,Male sterility protein,8.40E-09
WP_190354170.1,Limnothrix sp. FACHB-1083,NZ_JACJQD010000004.1,WP_190354175.1,342872,344231,+,PF01041,DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family,7.00E-103,PF01053,Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme,9.40E-06,PF00266,Aminotran_5,Aminotransferase class-V,3.80E-05,PF00155,Aminotran_1_2,Aminotransferase class I and II,0.00059,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223636.1,6766,8716,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,2.60E-27,PF10111,Glyco_tranf_2_2,Glycosyltransferase like family 2,1.60E-15,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,7.80E-12,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,3.90E-06,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223638.1,9362,10082,+,PF03567,Sulfotransfer_2,Sulfotransferase family,0.00048,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223644.1,10308,10641,+,PF01507,PAPS_reduct,Phosphoadenosine phosphosulfate reductase family,7.70E-10,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223646.1,10667,11171,+,,,,,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223648.1,11558,12833,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.60E-20,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223655.1,12813,13536,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,3.50E-11,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_009151491.1,13810,14113,+,,,,,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223657.1,14258,14483,+,PF03683,UPF0175,Uncharacterised protein family (UPF0175),7.20E-18,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223659.1,14466,14931,+,PF11848,DUF3368,Domain of unknown function (DUF3368),1.20E-08,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_019569964.1,15051,15576,+,,,,,,,,,,,,,,,,,,,,
WP_201223655.1,Halochromatium roseum,NZ_NHSH01000077.1,WP_201223666.1,15729,15861,+,PF04321,RmlD_sub_bind,RmlD substrate binding domain,5.20E-08,,,,,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23320.1,21253,20311,-,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,1.30E-28,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",1.10E-18,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23321.1,23720,22568,-,,,,,,,,,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23322.1,25127,23741,-,PF00464,SHMT,Serine hydroxymethyltransferase,1.60E-15,,,,,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23323.1,25310,25574,+,PF12643,MazG-like,MazG-like family,3.90E-06,PF03819,MazG,MazG nucleotide pyrophosphohydrolase domain,2.90E-05,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23324.1,25611,27891,+,PF02738,Ald_Xan_dh_C2,Molybdopterin-binding domain of aldehyde dehydrogenase,5.80E-147,PF01315,Ald_Xan_dh_C,"Aldehyde oxidase and xanthine dehydrogenase, a/b hammerhead domain",1.20E-26,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI53084.1,27887,28622,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.50E-14,,,,,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23325.1,28656,29163,+,PF01799,Fer2_2,[2Fe-2S] binding domain,4.80E-31,,,,,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23326.1,29221,30091,+,PF00941,FAD_binding_5,FAD binding domain in molybdopterin dehydrogenase,1.20E-47,PF03450,CO_deh_flav_C,CO dehydrogenase flavoprotein C-terminal domain,4.90E-18,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23327.1,30213,32034,+,PF00664,ABC_membrane,ABC transporter transmembrane region,4.10E-39,PF00005,ABC_tran,ABC transporter,1.30E-28,,,,,,,,,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23328.1,32030,33980,+,PF00005,ABC_tran,ABC transporter,1.20E-31,PF00664,ABC_membrane,ABC transporter transmembrane region,3.70E-28,PF13401,AAA_22,AAA domain,2.80E-05,PF00004,AAA,ATPase family associated with various cellular activities (AAA),0.0003,,,,
BAI53084.1,Streptomyces griseus,AB476988.1,BAI23329.1,35847,34842,-,PF01636,APH,Phosphotransferase enzyme family,3.10E-28,,,,,,,,,,,,,,,,
OQA50900.1,Bacteroidetes bacterium ADurb.Bin302,MWBK01000041.1,OQA50900.1,23,296,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.10E-06,,,,,,,,,,,,,,,,
OQA50900.1,Bacteroidetes bacterium ADurb.Bin302,MWBK01000041.1,OQA50901.1,273,1059,+,PF04488,Gly_transf_sug,Glycosyltransferase sugar-binding region containing DXD motif,2.00E-11,PF12919,TcdA_TcdB,TcdA/TcdB catalytic glycosyltransferase domain,1.60E-09,PF05704,Caps_synth,Capsular polysaccharide synthesis protein,1.90E-05,,,,,,,,
OQA50900.1,Bacteroidetes bacterium ADurb.Bin302,MWBK01000041.1,OQA50902.1,1045,1537,+,,,,,,,,,,,,,,,,,,,,
OQA50900.1,Bacteroidetes bacterium ADurb.Bin302,MWBK01000041.1,OQA50903.1,1533,2355,+,PF00852,Glyco_transf_10,Glycosyltransferase family 10 (fucosyltransferase) C-term,8.40E-05,,,,,,,,,,,,,,,,
OQA50900.1,Bacteroidetes bacterium ADurb.Bin302,MWBK01000041.1,OQA50904.1,2351,3176,+,PF03016,Exostosin,Exostosin family,0.00083,,,,,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654874.1,59593,60865,+,PF00005,ABC_tran,ABC transporter,3.60E-23,PF14524,Wzt_C,Wzt C-terminal domain,7.30E-06,PF13304,AAA_21,"AAA domain, putative AbiEii toxin, Type IV TA system",9.20E-05,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654875.1,60881,61526,+,PF13489,Methyltransf_23,Methyltransferase domain,0.00044,,,,,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_199346762.1,61591,62260,+,PF17836,PglD_N,PglD N-terminal domain,3.70E-16,PF00132,Hexapep,Bacterial transferase hexapeptide (six repeats),3.90E-12,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654876.1,62252,63485,+,PF01041,DegT_DnrJ_EryC1,DegT/DnrJ/EryC1/StrS aminotransferase family,7.80E-106,PF01212,Beta_elim_lyase,Beta-eliminating lyase,3.50E-06,PF01053,Cys_Met_Meta_PP,Cys/Met metabolism PLP-dependent enzyme,4.70E-05,PF00155,Aminotran_1_2,Aminotransferase class I and II,0.00014,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654877.1,63527,64673,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,1.90E-23,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,5.60E-11,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654878.1,64867,65614,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,1.00E-20,PF00398,RrnaAD,Ribosomal RNA adenine dimethylase,0.00056,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654879.1,65615,66803,+,,,,,,,,,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654880.1,66880,68074,+,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,1.20E-07,PF13439,Glyco_transf_4,Glycosyltransferase Family 4,1.90E-06,PF00534,Glycos_transf_1,Glycosyl transferases group 1,7.90E-05,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654881.1,68399,69584,+,PF00534,Glycos_transf_1,Glycosyl transferases group 1,2.70E-15,PF13692,Glyco_trans_1_4,Glycosyl transferases group 1,7.10E-13,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,5.70E-08,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654882.1,69590,70520,+,PF09258,Glyco_transf_64,Glycosyl transferase family 64 domain,2.50E-06,,,,,,,,,,,,,,,,
WP_190654878.1,Nostoc linckia FACHB-104,NZ_JACJQJ010000009.1,WP_190654883.1,70567,71425,+,PF00535,Glycos_transf_2,Glycosyl transferase family 2,5.30E-19,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,1.10E-10,PF13632,Glyco_trans_2_3,Glycosyl transferase family group 2,7.10E-05,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660547.1,351108,349776,-,,,,,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660548.1,351389,352418,+,PF12625,Arabinose_bd,"Arabinose-binding domain of AraC transcription regulator, N-term",4.90E-29,PF12833,HTH_18,Helix-turn-helix domain,1.30E-16,PF00165,HTH_AraC,"Bacterial regulatory helix-turn-helix proteins, AraC family",3.00E-10,PF08279,HTH_11,HTH domain,0.00015,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_170287237.1,354925,352513,-,PF00593,TonB_dep_Rec,TonB dependent receptor,1.30E-46,PF07715,Plug,TonB-dependent Receptor Plug Domain,7.40E-18,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660550.1,355163,357209,+,PF12228,DUF3604,Protein of unknown function (DUF3604),1.40E-215,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660551.1,357417,358794,+,PF00144,Beta-lactamase,Beta-lactamase,4.30E-33,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660552.1,359227,359944,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,8.80E-15,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660553.1,360814,359962,-,PF05050,Methyltransf_21,Methyltransferase FkbM domain,2.60E-06,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660554.1,360932,362396,+,,,,,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660555.1,362664,363579,+,,,,,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660556.1,363641,364691,+,PF00583,Acetyltransf_1,Acetyltransferase (GNAT) family,1.00E-05,,,,,,,,,,,,,,,,
WP_152660552.1,Halioglobus maricola,NZ_CP036422.1,WP_152660557.1,366142,364687,-,PF16261,DUF4915,Domain of unknown function (DUF4915),1.70E-114,PF07719,TPR_2,Tetratricopeptide repeat,1.20E-13,PF13181,TPR_8,Tetratricopeptide repeat,2.90E-13,PF00515,TPR_1,Tetratricopeptide repeat,1.10E-11,PF13414,TPR_11,TPR repeat,6.30E-09
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421714.1,1490,1022,-,PF14108,DUF4281,Domain of unknown function (DUF4281),1.20E-48,,,,,,,,,,,,,,,,
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421716.1,2790,1785,-,PF07719,TPR_2,Tetratricopeptide repeat,4.20E-44,PF00515,TPR_1,Tetratricopeptide repeat,2.40E-40,PF13414,TPR_11,TPR repeat,1.70E-38,PF13181,TPR_8,Tetratricopeptide repeat,4.00E-35,PF13432,TPR_16,Tetratricopeptide repeat,1.40E-33
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421718.1,4934,3035,-,PF02719,Polysacc_synt_2,Polysaccharide biosynthesis protein,2.80E-111,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,5.80E-24,PF13727,CoA_binding_3,CoA-binding domain,9.30E-15,PF04321,RmlD_sub_bind,RmlD substrate binding domain,5.50E-14,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",3.80E-13
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_199295209.1,5166,5949,+,PF01061,ABC2_membrane,ABC-2 type transporter,1.40E-23,,,,,,,,,,,,,,,,
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421722.1,5957,7199,+,PF00005,ABC_tran,ABC transporter,6.00E-20,PF14524,Wzt_C,Wzt C-terminal domain,4.60E-09,PF13304,AAA_21,"AAA domain, putative AbiEii toxin, Type IV TA system",3.10E-05,,,,,,,,
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190447813.1,7213,7966,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,6.20E-21,,,,,,,,,,,,,,,,
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421726.1,8027,8708,+,PF08241,Methyltransf_11,Methyltransferase domain,8.30E-08,PF13489,Methyltransf_23,Methyltransferase domain,6.20E-07,PF13649,Methyltransf_25,Methyltransferase domain,0.00032,PF08242,Methyltransf_12,Methyltransferase domain,0.00036,PF07021,MetW,Methionine biosynthesis protein MetW,0.00099
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421728.1,8763,9468,+,PF08241,Methyltransf_11,Methyltransferase domain,1.50E-11,PF13489,Methyltransf_23,Methyltransferase domain,1.90E-09,PF13847,Methyltransf_31,Methyltransferase domain,4.70E-07,PF08242,Methyltransf_12,Methyltransferase domain,9.30E-07,PF13649,Methyltransf_25,Methyltransferase domain,1.50E-06
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421730.1,9656,10628,+,PF13489,Methyltransf_23,Methyltransferase domain,2.20E-14,PF08242,Methyltransf_12,Methyltransferase domain,6.80E-11,PF08241,Methyltransf_11,Methyltransferase domain,8.00E-11,PF13847,Methyltransf_31,Methyltransferase domain,2.00E-10,PF13649,Methyltransf_25,Methyltransferase domain,8.90E-10
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421732.1,10648,11839,+,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,4.30E-25,,,,,,,,,,,,,,,,
WP_190447813.1,Trichocoleus sp. FACHB-832,NZ_JACJOM010000080.1,WP_190421741.1,11840,13712,+,PF00733,Asn_synthase,Asparagine synthase,1.10E-86,PF13537,GATase_7,Glutamine amidotransferase domain,4.00E-48,PF13522,GATase_6,Glutamine amidotransferase domain,9.00E-41,PF12481,DUF3700,Aluminium induced protein,3.50E-10,,,,
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421714.1,1490,1022,-,PF14108,DUF4281,Domain of unknown function (DUF4281),1.20E-48,,,,,,,,,,,,,,,,
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421716.1,2790,1785,-,PF07719,TPR_2,Tetratricopeptide repeat,4.20E-44,PF00515,TPR_1,Tetratricopeptide repeat,2.40E-40,PF13414,TPR_11,TPR repeat,1.70E-38,PF13181,TPR_8,Tetratricopeptide repeat,4.00E-35,PF13432,TPR_16,Tetratricopeptide repeat,1.40E-33
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421718.1,4934,3035,-,PF02719,Polysacc_synt_2,Polysaccharide biosynthesis protein,2.80E-111,PF01370,Epimerase,NAD dependent epimerase/dehydratase family,5.80E-24,PF13727,CoA_binding_3,CoA-binding domain,9.30E-15,PF04321,RmlD_sub_bind,RmlD substrate binding domain,5.50E-14,PF16363,GDP_Man_Dehyd,"GDP-mannose 4,6 dehydratase",3.80E-13
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_199295209.1,5166,5949,+,PF01061,ABC2_membrane,ABC-2 type transporter,1.40E-23,,,,,,,,,,,,,,,,
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421722.1,5957,7199,+,PF00005,ABC_tran,ABC transporter,6.00E-20,PF14524,Wzt_C,Wzt C-terminal domain,4.60E-09,PF13304,AAA_21,"AAA domain, putative AbiEii toxin, Type IV TA system",3.10E-05,,,,,,,,
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421724.1,7243,7966,+,PF05050,Methyltransf_21,Methyltransferase FkbM domain,5.50E-21,,,,,,,,,,,,,,,,
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421726.1,8027,8708,+,PF08241,Methyltransf_11,Methyltransferase domain,8.30E-08,PF13489,Methyltransf_23,Methyltransferase domain,6.20E-07,PF13649,Methyltransf_25,Methyltransferase domain,0.00032,PF08242,Methyltransf_12,Methyltransferase domain,0.00036,PF07021,MetW,Methionine biosynthesis protein MetW,0.00099
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421728.1,8763,9468,+,PF08241,Methyltransf_11,Methyltransferase domain,1.50E-11,PF13489,Methyltransf_23,Methyltransferase domain,1.90E-09,PF13847,Methyltransf_31,Methyltransferase domain,4.70E-07,PF08242,Methyltransf_12,Methyltransferase domain,9.30E-07,PF13649,Methyltransf_25,Methyltransferase domain,1.50E-06
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421730.1,9656,10628,+,PF13489,Methyltransf_23,Methyltransferase domain,2.20E-14,PF08242,Methyltransf_12,Methyltransferase domain,6.80E-11,PF08241,Methyltransf_11,Methyltransferase domain,8.00E-11,PF13847,Methyltransf_31,Methyltransferase domain,2.00E-10,PF13649,Methyltransf_25,Methyltransferase domain,8.90E-10
WP_190421724.1,Trichocoleus sp. FACHB-6,NZ_JACJOY010000067.1,WP_190421732.1,10648,11839,+,PF13524,Glyco_trans_1_2,Glycosyl transferases group 1,4.30E-25,,,,,,,,,,,,,,,,
